titulo,local,data,status,texto
Dolphin Gs desliga sozinho com falha de alimentação e demora na entrega do veículo,Porto Alegre - RS,07/11/2025 às 09:58,Respondida,"Dolphin Gs está se apagando sozinho, aparece a mensagem falha de alimentação, seu carro se desligará em 1min , e o carro desliga . Está na via Porto /Byd de Gravataí/RS desde segunda pela manhã dia 03/11/2025 e até agora não me entregam o carro ."
Atraso na entrega de veículos e descumprimento de prazos,Recife - PE,07/11/2025 às 09:13,Não resolvido,Não cumprem prazos. Informam um prazo para entrega dos veículos mas depois que recebem ficam dizendo que tem muitas entregas e que não terão condições de honrar os prazos de entrega.
"BYD vende e não entrega no prazo, péssima experiência pós venda.",Recife - PE,07/11/2025 às 07:53,Não resolvido,"comprei e não recebi, 40 dias esperando e ainda sem previsão de entrega."
Não entrega do veículo BYD Min...,Vila Velha - ES,07/11/2025 às 00:06,Respondida,"fiz a compra de um BYD mini Dolfhin ,no dia 17 de outubro na loja de *****,dei 2000 mil reais de entrada para garantir o carro Me disseram que o carro estava no pátio deles na serra na es 010 ,na segunda-feira dia 20  de outubro, voltei na loja e dei mais 48.000 mil reais somando um valor de 50.000 mil reais  de entrada na compra do carro,me disseram que  ia me entregar o carro aquela semana,na quinta-feira 24/10/25 da mesma semana o financiamento de r$ 69.900 foi passado para o CNPJ*****I.E.: *****EV COMERCIO DE VEÍCULOS LTDA.*****SANTA LUCIA  CEP.: *****PIX (CNPJ)*****DADOS PARA TRANSFERENCIABanco BradescoAg *****Cc ***** até hoje 06/11/25 nao me entregaram o carro pois venderam o carro que não tem no pátio e nem sabe onde se encontra esse chassis. e essa placa desse veículo  que me Venderam já está no meu nome"
Veículo novo com barulho não identificado e falta de solução na concessionária,São Paulo - SP,06/11/2025 às 18:02,Em réplica,"Comprei o veículo e com 7 dias o veículos começou a fazer um barulho não identificado levado imediatamente a concessionária informarão que nada foi localizado, retiramos novamente o veículo e ao viajar o mesmo voltou a dar o mesmo defeito levamos na mesma hora a concessionária o qual o pós venda ***** e ***** alegou que nada poderia ser feito a não ser enviar o carro para oficina ."
Prazo para realizar revisão,Nossa Senhora do Socorro - SE,06/11/2025 às 16:39,Resolvido,"Tenho um song pro,sou médico e trabalho no interior do meu estado. Meu carro necessita fazer a revisão dos 24 mil e a consercionaria não disponibiliza vaga em tempo hábil antes que ultrapasse a quilometragem. Rodo 200km por dia e informaram na última revisão que eu não poderia fazer antes dos 24 mil e nem após os 25 mil KM a consercionaria disponibilizou data de agendamento apenas para o fim do mês. Apois perguntar sobre a garantia já que solicitei o agendamento com 24 mil KM eles relataram um ""encaixe para a próxima semana"" porém até lá o carro já terá passado dos 25mil KM. Quero saber porque não realizar o encaixa para sexta ou sábado então já que se trata de encaixe ? Não tinha esse problema com a Fiat, sempre havia disponibilidade para a revisão na mesma semana e a BYD sempre disponibiliza datas com apenas 1 mês! Quero saber como fica a garantia do meu veículo já que se trata de um problema de disponibilidade da consercionaria e não minhã. Não posso ficar sem utilizar o carro 1 semana!!"
Atraso na entrega do Dolphin Mini da BYD - Propaganda enganosa da vendedora.,Maceió - AL,06/11/2025 às 16:08,Respondida,"Comprei um Dolphin mini nesse mês de outubro/25 pela Parvi BYD e na hora da compra, a vendedora me garantiu que tinha o carro em pronta entrega. Pediu 10 dias úteis pra finalizar a entrega do carro. Quando finalizou a compra, que faturou e tirou nota fiscal, a vendedora e a gerente informaram que na verdade o carro está no pátio da fábrica e que não tem previsão de entrega alegando que é um problema de logística da fábrica. A questão é, se o carro estava na fábrica, e ela sabia disso, porque informou que tinha pronta entrega apenas para fechar a venda? Porque não informou isso antes? Estou tendo esse problema e infelizmente até agora não obtenho nenhuma resposta sobre uma previsão de entrega. Quem for comprar carro da Parvi BYD deve está atento a esse tipo de constrangimento e problema. Carros vendidos mas sem previsão de entrega. Um absurdo.."
Atraso na entrega de carregador portátil BYD Dolphin após 150 dias da compra,Jaraguá do Sul - SC,06/11/2025 às 13:55,Respondida,"Comprei um BYD Dolphin em 09/06/2025, na concessionária BYD Servopa de Curitiba. Na proposta, aderi à campanha de fábrica que concedia bônus em dinheiro e um carregador portátil, com prazo de entrega de até 90 dias condição expressamente prevista no meu contrato.O prazo de 90 dias encerrou em 07/09/2025. Desde 11/09/2025, venho abrindo protocolos na central de relacionamento solicitando posição sobre a entrega do carregador portátil. Tive um problema com o wallbox (já resolvido) e, desde então, necessito do carregador portátil para uso do veículo conforme contratado.Hoje, 06/11/2025, já se passaram 150 dias desde a compra, e, apesar de inúmeras ligações à central de relacionamento, não obtive uma resposta concreta. Há semanas, nem retorno às minhas solicitações eu recebo, mesmo com o descumprimento contratual já configurado.Último protocolo: *****.Ressalto que existem registros desde 11/09/2025, sempre buscando resolver amigavelmente a demanda, sem sucesso.O que eu solicito:Entrega imediata do carregador portátil prometido na campanha e previsto no contrato, com comprovante de envio e prazo de entrega definido,"
Ruídos excessivos e demora na troca de peças do BYD Song Plus,Braço do Trombudo - SC,06/11/2025 às 13:51,Respondida,"Prezados,Desde a aquisição do meu veículo BYD Song Plus GS DMI 2023/2024, entregue em 06/04/2024, o automóvel vem apresentando diversos ruídos internos e externos, localizados no teto solar, coluna B (lado do passageiro), parte frontal/capô e porta-malas.Por se tratar de um veículo híbrido com funcionamento silencioso, qualquer ruído torna-se extremamente perceptível e incômodo.O problema no teto solar foi solucionado, e o do porta-malas apresentou melhora, embora ainda não esteja 100% resolvido.Contudo, o ruído na coluna B, aparentemente proveniente de algo solto na região onde se fixa a catraca do cinto de segurança, ainda não foi sequer verificado, sob a justificativa da concessionária de que, por não identificar o ruído, não poderiam realizar inspeção.Em relação aos ruídos na parte dianteira/capô, o problema foi identificado em 30/06/2025 como sendo decorrente do desgaste prematuro das bieletas das rodas dianteiras, defeito que, conforme informado, também tem ocorrido em outros veículos BYD Song Plus com baixa quilometragem.A garantia foi acionada e a substituição das peças aprovada pela BYD, porém, até o momento, a DVA BYD Itajaí alega não ter recebido as peças para efetuar a troca, mesmo após mais de quatro meses de espera.Diante do exposto, solicito uma solução imediata, tendo em vista que o prazo máximo de 30 dias para reparo de vícios em produtos, conforme previsto no Código de Defesa do Consumidor (CDC), já foi amplamente excedido."
"Crédito de R$ 1500,00 em recarga elétrica não disponibilizado após compra de veículo BYD 0km",Belo Horizonte - MG,06/11/2025 às 12:29,Resolvido,"Quando comprei o veiculo 0 Km na concessioaria BYD Carlos Luz em Belo Horizonte me foi oferecido uma oferta (que consta no pedido de venda) de R$ 1500,00 de credito em abastecimento em estações de carregamento eletrico. Credito esse que iria estar disponivel no App BYD Recharge em ate 60 dias apos a retirada do carro. O carro foi retirado em 18/08/2025 e até hoje o credito não foi disponibilizado. Ja tentei por diversas vezes resolver isso na concessionária mas sem sucesso."
Problemas na caixa de direção após revisão e alegação de problema crônico,Viamão - RS,06/11/2025 às 12:24,Respondida,"Problemas na caixa de direção começou no em janeiro depois da revisão na concessionária iesa porto alegre de 40 mil km em 16/04 agendei revisão de 60.000 km para dia 06/05 o veículo estava com 58.300 km no dia da revisão informei o barulhinho na direção nada que assuste. Me orientaram que deveria agendar um diagnóstico. Em contato dia 14/05 agendaram diagnóstico para 03/06 quando tive que cancelar pois estava doente não consegui ir e reagendei em contato dia 07/07 o veículo já estava com 72.850 . agendaram novamente para dia 29/07. No dia do diagnóstico estava com 76179 km. Aí condenaram a caixa de direção e me disseram que eu não tinha garantia que deveria pagar pelo serviço sendo que eu informei o barulho antes dos 60.000 km não deixei fazerem o serviço, não tinha como pagar. E agora o barulho tá bem mais forte e na internet fala que este problema é cronico nos Dolfhin GS. Não acho justo pagar por um problema causado por peças ruins de fábrica."
Atraso na entrega de veículo BYD após pagamento integral e emissão da nota fiscal,João Pessoa - PB,06/11/2025 às 12:14,Respondida,"Comprei um carro da BYD e, desde então, venho enfrentando um enorme transtorno com o atraso na entrega. Inicialmente, a vendedora me informou um prazo de 20 dias para o veículo chegar, o que foi determinante para eu escolher a BYD e não outra marca (como a GWM, que tinha um prazo maior).O processo iniciou em agosto, entrega de documentação e assinaturas.A nota fiscal foi emitida em 01/09, e o carro foi totalmente pago em 29/09, mas até o momento não recebi o veículo. Já se passaram mais de dois meses e a única prejudicada sou eu, arcando com custos extras e sem qualquer solução definitiva.Fui informada que o problema teria ocorrido na transportadora, mas isso não pode recair sobre o cliente, já que cumpri com todas as obrigações. Caso fosse o contrário, certamente eu estaria sendo cobrada com juros e multas."
Sistema NFC do Song Plus 2026 não funciona para celular Motorola,Maceió - AL,06/11/2025 às 11:37,Não resolvido,"Comprei um celular Motorola Edge 60 Pro para instalar a chave NFC do meu Song Plus 2026. Para minha decepção, o sistema NFC não funciona para celulares que não sejam da Samsung ou Iphone."
Desgaste prematuro de pneus e bucha estourada em BYD King com 12 mil km - Falta de retorno e atendimento desrespeitoso,Belém - PA,06/11/2025 às 10:31,Respondida,"Desgaste precoce dos pneus e bucha estourada em BYD King com 12 mil km falta de retorno da BYD e atendimento desrespeitosoSou proprietário de um BYD King, com apenas 12.000 km rodados.No dia 30/10/2025, realizei a primeira revisão na concessionária BYD, conforme O.S. n *****.O laudo técnico registrou que os pneus dianteiros estavam desgastando de forma prematura e esfarelando, porém sem nenhuma avaria mecânica constando apenas a recomendação de alinhamento, balanceamento e rodízio conforme o manual.Segui a orientação da própria concessionária e levei o veículo para fazer o alinhamento e balanceamento.Durante o procedimento, foi identificado que a bucha da bandeja estava estourada, o que é incompatível com a baixa quilometragem e contradiz o laudo emitido pela própria BYD poucos dias antes.Desde então, venho tentando contato com o pós-venda da concessionária e com a gerência da BYD, sem sucesso há mais de dois dias.Fiquei horas aguardando atendimento presencialmente, e nenhum responsável se dispôs a me atender, demonstrando total descaso e falta de respeito com o cliente.Ressalto que o veículo é novo, mantido com revisões em dia e utilizado dentro das recomendações do fabricante.Trata-se, portanto, de possível defeito de fabricação nos pneus originais (Giti Comfort F22 215/55 R17 94V) e agora também de um problema na suspensão, que pode comprometer a segurança do veículo.Solicito:Análise imediata em garantia dos pneus e da bucha da bandeja;Substituição dos componentes defeituosos sem custo ao cliente;Resposta formal da BYD Brasil sobre o ocorrido e melhoria urgente no atendimento do pós-venda em Belém.Tenho todos os documentos, fotos e o laudo da O.S. ***** que comprovam a situação e estão disponíveis para envio.Aguardo retorno urgente da BYD Brasil com a devida solução e respeito ao consumidor."
Falta de Transparência e Respeito com o Consumidor PCD na Aquisição de Veículo BYD,Mauá - SP,06/11/2025 às 09:18,Em réplica,"Manifestação sobre a experiência com a BYD Auto BrasilÉ com satisfação que acompanho a revolução no mercado automotivo brasileiro, impulsionada pela chegada da BYD. A marca tem demonstrado que é possível oferecer produtos de alta tecnologia com qualidade e preço justo ao consumidor.Por outro lado, é com pesar que percebo que, quando se trata do público PCD, a BYD parece adotar práticas semelhantes às de outras empresas já estabelecidas no Brasil.Recentemente, iniciei o processo de aquisição de um veículo por meio do benefício previsto na Lei Federal n 8.989/1995, junto à concessionária BYD Viamar SBC. Com toda a documentação exigida devidamente validada pelos órgãos competentes, foi gerado o Formulário de Pedido de Vendas Diretas  DO-BR-20251030-030.Após o envio dos documentos à BYD, solicitei à concessionária uma previsão de entrega do veículo. Reforço: pedi apenas uma estimativa de prazo. A resposta que recebi foi: Não há previsão, pois depende de uma série de fatores.Na mídia, a BYD divulga de forma clara que o modelo BYD Song Pro GL para PCD possui um desconto significativo  o que é verdade. No entanto, se não há veículos disponíveis para entrega, essa comunicação se torna incoerente. Afinal, sem prazo, não há produto. Isso levanta dúvidas se não se trata apenas de uma estratégia para impulsionar a marca.Tenho plena consciência dos desafios envolvidos na fabricação de qualquer produto  estou na indústria de manufatura há mais de 40 anos. Porém, não oferecer sequer uma estimativa de prazo é, no mínimo, uma falta de respeito com o consumidor.Como mencionei no início, gostaria de me tornar cliente e usuário dos produtos da BYD, mas, diante dessa experiência, isso se torna inviável. E longe de soar arrogante, afirmo: eu não preciso da BYD, mas a BYD precisa de clientes como eu.Não tenho dúvidas de que vocês sabem fabricar veículos de excelência. Contudo, se não tratarem o consumidor com excelência  ou ao menos com respeito  jamais alcançarão o status de marca de excelência.Meu sincero agradecimento à BYD Auto Brasil."
"Motor a combustão não liga paa carregar a bateria, limitando a autonomia e afetando a segurança.",Pinhais - PR,05/11/2025 às 22:54,Resolvido,O MOTOR A COMBUSTÃO NÃO LIGA PRA CARREGAR A BATERIA DEIXANDO O CARRO COM AUTONOMIA LIMITADA A CARGA DA BATERIA EXISTENTE. O QUE AFETA GRAVEMENTE A SEGURANÇA NO TRANSITO E EM RODOVIAS.
Atraso na entrega e cobrança indevida de Song Plus após 60 dias da compra,Caxias do Sul - RS,05/11/2025 às 20:11,Respondida,"Como não estou conseguindo uma solução satisfatória junto a concessionária, resolvi entrar em contato com a ouvidoria do fabricante na manhã de hoje dia  05.11.25 e agora a noite no Reclame Aqui.Em 04 de setembro de 2025, na feira agro chamada EXPOINTER, realizada no Rio Grande do Sul, fui ao espaço BYD quando fui atendido pelo vendedor Tayson. Expliquei meu interesse, comentei sobre possíveis marcas que me interessavam e iniciei a negociação da compra de uma Song Plus 25/26. Rapidamente a minha oferta foi aceita pela BYD  (meu Corolla Cross GR 24 mais 60mil fixos); quando que me solicitaram um pix de R$2mil para a formalização do negócio..  realizado imediatamente para Trinita Veiculos Ltda.Como era uma feira e a quantidade de negócios era bastante grande em todas as marcas presentes no evento, o vendedor Tayson me pediu alguns dias para o envio da documentação.A compra foi como frotista, em nome da nossa empresa M1 Engenharia Ltda.Dia 08 de setembro enviamos pelo whats todos os documentos solicitados pelo vendedor.Em 23 de setembro o vendedor pediu para eu assinar pelo org br o pedido do carro.Em 29 de setembro o vendedor pediu novamente para eu assinar pelo org br o pedido do carro.Em 23 de outubro o vendedor me enviou a NF do carro (***** série 5), com um boleto em nome da minha empresa no valor de R$215.016,40 a vencer em 30/10/2025..frente a discordância,  contatei informando o vendedor que o valor estava errado pois o pagamento acordado seria R$58.000,00 mais a entrega do carro Corolla Cross.Liguei para a concessionária tentando falar com o gerente de nome Ricardo, o qual não consegui falar, deixei recado.. solicitei contato e nada aconteceu.Tentei contato com o vendedor que não atende ligações e só se comunica via whats..Desconforto total.Já fazem mais de 60 dias que eu fechei o negócio e o carro ainda não chegou..Vendedor e gerente não me dão bola... estou me sentindo enrolado!Agora, estão alegando que a montadora não enviou o boleto correto de R$58.000,00 para que eu possa fazer o pagamento e receber o  meu carro.Antes procurar os meus direitos e a mídia, venho solicitar o vosso apoio para a solução deste imbróglio.Aguardo contato.GratoMarcelo"
Voucher de recarga BYD: Propaganda enganosa e não aceitação em estações,Rio de Janeiro - RJ,05/11/2025 às 19:48,Em réplica,"Durante a negociação para adquirir o meu BYD Song Pro em Julho de 2025, havia uma campanha com 3 benefícios, sendo um deles um Voucher no valor de 500 reais. Segundo o vendedor eu poderia usá-lo em vários locais que cobram para recarrregar o veiculo, via app BYD Recharge e que teria validade de 1 ano. O voucher demorou uns 2 meses para entrar no app BYD Recharge e não consegui usá-lo até hoje, pois nas estações que tentei não aparecia a opção de usar o voucher. Entrei em contato com a central da BYD, que jogou toda a responsabilidade para a empresa responsável pelo app, Tupinambá Energia. Entrei em contato com ela via WhatsApp e o atendente me informou que eu poderia usar normalmente o ponto de recarga via app BYD Recharge e que o voucher entraria automaticamente no final. Porém quando tentei isso não funcionou e tive que pagar. Entrei em contato novamente e outra atendente me deu uma informação completamente diferente e que eu só conseguiria usar o voucher nas estações em que aparecem a opção para usá-lo.  Pois bem, pedi para a atendente me dizer quais as estações aceitam na Barra da Tijuca e Recreio. E ela só conseguiu encontrar apenas UMA, num universo de mais de 50 estações(aceitas pelo app) nessa mesma localidade. Ou seja, PROPAGANDA ENGANOSA DA BYD, POIS O VOUCHER NÃO É ACEITO EM PRATICAMENTE LUGAR NENHUM, PORTANTO NÃO HÁ BENEFÍCIO ALGUM."
Não cumprimento da promessa de voucher para recarga veicular na compra de BYD Dolphin Mini,João Pessoa - PB,05/11/2025 às 18:30,Respondida,"Aos 30 dias de Julho de 2025 fiz aquisição de um BYD Dolphin Mini, zero KM, ano 2025/26, na concessionária PARVI, unidade João Pessoa/PB. Quanto ao veículo estou perfeitamente satisfeito, tem superado minhas expectativas, no entanto, durante as negociações de compra foi me prometido um voucher para recarga veicular, no valor de R$ 1.500,00 a ser liberado, segundo a vendedora, em até 45 dias após retirada do automóvel da concessionária, fato que se deu em 08/08/2025, ou seja, o prazo se expirou em 22/09/2025. Entrei em contato com a vendedora, ao que me informou que tal prazo seria, na verdade, de 45 dias corridos, assim, o correto seria 14/10/2025. No dia 16/10/2025, entrei em contato para saber qual o procedimento, visto que ainda não havia recebido o referido voucher. No mesmo dia fui, pessoalmente, a concessionária, para me inteirar do problema do não recebimento do valor para recarga veicular, lá fui informado que ele seria liberado até o final de Outubro. Fato que não se confirmou. Hoje, 05/11/2025, retornei a concessionária e me informaram que não havia prazo para liberação do voucher.Certo que serei atendido no menor prazo possível, antecipo meus agradecimentos."
Problemas Recorrentes na Suspensão e Caixa de Direção do BYD Song Pro GL,Manaus - AM,05/11/2025 às 17:13,Respondida,"Reclamação  BYD Song Pro GLGostei muito da marca e do carro Song Pro GL, mas até hoje não conseguiram resolver o problema do meu carro: a suspensão. Por quatro vezes já foi trocada, e até agora nada de resolver.E tem mais: toda vez que deixo o carro, fico três dias sem veículo, tendo que alugar outro, pois eles não estão nem aí  sendo que o problema é sempre o mesmo, a suspensão.Resumindo, agora disseram que é a caixa de direção, ou seja, estão brincando de trocar peças até acertar, e até agora nada. Estou com o carro fazendo um barulhão, e dizem que não há previsão, pois a fábrica está tentando fabricar uma nova caixa de direção, já que houve problemas com as anteriores.Aí eu pergunto: vou ter que conviver com o barulho? Paguei R$ 175.000,00 em um carro para ter que aturar essa batedeira? Comprei o carro em novembro de 2024, e desde o momento em que o retirei já vinha reclamando do barulho.Até hoje não me deram nenhuma posição. Vou entrar com um processo, porque já está demais  estão me fazendo de [Editado pelo Reclame Aqui], estou com uma decepção tão grande não pela marca mais em si pq não conseguem resolver se pudesse devolver ."
Atraso na entrega do Wallbox Byd Song Pro,Belo Horizonte - MG,05/11/2025 às 16:45,Respondida,"Atraso na entrega do WallboxRealizei a compra do Byd Song Pro na concessionária Byd Raja Belo Horizonte.Conforme contrato, estava previsto a entrega do Wallbox.Entretanto, desde a compra em Junho/2025, não houve nenhuma entrega ou atualização. Quando entro em contato, sou apenas informado que é para aguardar porém sem previsão.Além disso, já paguei a instalação porém devido a demora vou ter que pagar outro tecnico. A previsão inicial era de 1 a 2 meses após a compra.É extremamente frustrante, além de ter causado prejuizo economico, não ter recebido o produto conforme combinado em contrato (em anexo)Solicito uma solução imediata, com:Entrega urgente do Wallbox, conforme prometido na compra;"
Atraso na Entrega do Veículo Song PLUS 2026 - Falta de Transparência e Retorno,São Paulo - SP,05/11/2025 às 15:58,Resolvido,"Comprei um veículo Song PLUS 2026 na concessionária de Mogi das Cruzes - DESTAQUE BYD MOGI em 02 de Setembro de 2025 - data de faturamento 09 de setembro de 2025, quitado integralmente em 01.10.2025, e até o momento, 056/11/2025, o carro ainda não foi entregue.Desde a compra, venho tentando contato para obter informações sobre o prazo de entrega, mas não recebo retorno adequado. Já tentei falar com o vendedor e com o gerente, mas ninguém dá uma resposta concreta. Sempre informam que vão verificar ou retornar, mas isso nunca acontece.Além da frustração pela demora, falta transparência e respeito com o cliente. Não é justo ficar meses aguardando um produto pago sem qualquer previsão real de entrega.Solicito uma posição imediata, com data confirmada para entrega do veículo.Aguardo uma resposta formal e urgente.*****"
Carregadores BYD defeituosos,Bento Gonçalves - RS,05/11/2025 às 15:47,Respondida,"Meu carregador estragou, a escalacão tudo ok, coloquei um IDR 40 classe A/C e por esse motivo não querem dar a garantia, atendimento da loja pós venda péssima, o técnico que venho ver a instalação falou que está tudo ok, inclusive coloquei fios de 10 mm.Vários carregadores dando problema, temos um grupo de elétricos em Bento Gonçalves RS, tem colega que pela segunda vez estragou e falou que espera mais nada destas [Editado pelo Reclame Aqui] de carregadores, Gostaria de mais respeito por uma empresa que acaba de chegar ao País e já estão tratando os clientes muito mal, atendi.ento péssimo de assistência técnica.E mais em 3 meses de uso o carregador estragou, IDR tinha e não foi por causa da classe que estragou.Tenho o carro a 4 meses e já estou furioso com a BYD Brasil, está nota tem que chegar no Presidente da BYD Brasil.A tive que comprar um portátil e este instalado na mesma tomada e funciona até hoje."
Crédito de recarga não disponibilizado após 95 dias da compra do BYD YUAN PRO,Rio de Janeiro - RJ,05/11/2025 às 14:53,Resolvido,"Em 26/07/25 adquiri na concessionária BYD Barra um veículo YUAN PRO, fazendo jus a promocão recarga por um ano da BYD, me pediram para aguardar 15 dia úteis para me disponibilizarem o crédito do valor para uso em recargas, esperei 47 dia súteis e fiz uma reclamação no e-mail de relacionamento da BYD, protocolo *****, no dia 06/10 me informaram que retornariam por telefone, o que ocorreu no dia 10/10, onde me informaram que até o dia 17/10 estaria disponibilizado o valor para mim, fato que não ocorreu, na semana seguinte reclamei por telefone e me informaram que passariam o caso para um especialista e que o mesmo entraria em contato comigo no prazo de 5 dia úteis, hoje faz 11 dias úteis e até o momento ninguem entrou em contato, até o momento só estou sendo enrolado com promessas vazias, estou á 95 dias abastecendo meu carro do meu próprio bolso tendo direito ao crédito que não me é fornecido, fazer promoção é facil, só falta honrar."
Wallbox com defeito recorrente e demora na resolução da garantia,Atibaia - SP,05/11/2025 às 13:38,Respondida,"Meu wallbox simplesmente parou de funcionar (pela segunda vez desde que comprei o carro).No domingo (19/10) fui colocar o carro para carregar e o wallbox não ligou. Na segunda-feira (20/10) fomos até a concessionária Destaque BYD Atibaia, quando foi aberta uma ordem de serviço (OS *****). Já solicitamos por algumas vezes como está o andamento da garantia, porém o que nos informam é que está ""em análise"". Até o momento ninguém entrou em contato conosco para marcar avaliação do carregador ou para que seja efetuada a troca. O carregador ainda está na garantia (tanto original quanto da troca). Ele funcionou por 9 meses e simplesmente parou. Só não estou sem o carro, porque eu providenciei a compra de um carregador portátil (que não carrega tão rápido quanto o wallbox, mas pelo menos não me deixa na mão).Preciso de uma previsão de data para a resolução do problema, porque somente falar que está ""em análise"" e não dar um prazo para o cliente não ajuda."
Não recebi o carregador Wallbox prometido na compra do BYD Song Pro após 6 meses,São Paulo - SP,05/11/2025 às 13:00,Em réplica,Comprei um Byd Song Pro em abril deste ano de 2025 e me prometerem um carregador Wallbox. Ocorre que se passaram mais de 6 meses e até hoje não recebi o carregador. Enorme falta de respeito com o cliente!
Impossibilidade de desvincular veículo BYD Song Plus 2025 da conta do antigo proprietário,Vitória - ES,05/11/2025 às 12:54,Respondida,"Adquiri recentemente um veículo BYD SONG PLUS 2025.Assim que comprei o carro, fui atéa concessionária BYD em Vitória e apresentei os documentos de compra do veículo e solicitei a desvinculação da conta do antigo proprietário no aplicativo BYD e a minha vinculação.O objetivo é simples: permitir que eu vincule o veículo à minha conta pessoal.Apesar de toda a documentação enviada, a empresa não atendeu à solicitação e não apresentou qualquer retorno efetivo para solucionar o problema.Ressalto que não possuo contato com o proprietário anterior, o que inviabiliza qualquer tentativa de desvinculação por meio do aplicativo.Trata-se de uma situação inadmissível, pois impede o pleno uso dos serviços digitais vinculados ao veículo, prejudicando a experiência do novo proprietário e demonstrando descaso com o consumidor.Solicito providências imediatas para que a BYD proceda com a desvinculação da conta antiga e possibilite a inclusão do veículo na minha conta, conforme já devidamente comprovado com documentos."
Atraso na emissão de boleto para compra de veículo PCD na BYD,Salvador - BA,05/11/2025 às 12:16,Em réplica,"Sou PCD e estou realizando o processo de compra por venda direta junto à BYD. Ocorre que, muito embora a documentação já tenha sido aprovada, ainda não foi gerado o boleto/faturamento do veículo o que tem impedido a continuidade do trâmite. Dessa forma, recorro a este canal para que se viabilize uma aceleração do processo."
Propaganda enganosa e não entrega de veículo BYD Dolphin Mini na Saga BYD Cidade Jardim,Goiás - GO,05/11/2025 às 11:45,Respondida,"Comprei um BYD Dolphin Mini na concessionária Saga BYD Cidade Jardim, em Goiânia. Fui orientado a realizar um PIX de sinal para segurarem o último carro disponível no estoque. Confiei na informação, realizei o pagamento antecipado, dei andamento em toda a documentação e finalizei o financiamento com o banco.Após todo o processo concluído, fui informado de que o carro simplesmente não existia. Estou há cerca de 20 dias aguardando um veículo que nunca esteve disponível, mesmo eu tendo informado desde o início que sou motorista de aplicativo e dependia do carro para trabalhar.Precisei vender meu carro anterior para fazer a troca, e desde então estou arcando com custos altíssimos de aluguel + combustível, além da parcela do carro elétrico, que já está próxima do vencimento  sem sequer ter recebido o veículo.Esse prejuízo já chega próximo de R$ 10 mil, tudo por causa da informação [Editado pelo Reclame Aqui] de que havia o carro em estoque. A Saga foi extremamente [Editado pelo Reclame Aqui] e desrespeitosa ao tratar um trabalhador autônomo dessa forma.O problema não é a demora, e sim a mentira. Se tivessem dito a verdade, eu teria me organizado e evitado esse rombo financeiro. Tenho prints e áudios comprovando que me garantiram a existência do carro em estoque.A Saga até hoje não me deu nenhuma posição concreta sobre o carro, nem sequer uma previsão oficial de entrega. Estou completamente às cegas: o carro pode chegar amanhã ou pode chegar daqui a seis meses. Enquanto isso, sou eu quem está assumindo sozinho todo esse prejuízo financeiro."
Mais de 3 meses sem meu carro BYD King parado aguardando peças sem previsão!,Teresina - PI,05/11/2025 às 11:08,Em réplica,"Comprei um BYD King em 14/06/2025. No dia 01/08/2025, sofri uma colisão e o veículo foi levado para reparo na BYD Fortaleza. Desde então, o carro permanece na concessionária aguardando a chegada de peças.Já se passaram mais de 3 meses, e até o momento não há qualquer previsão para conclusão do conserto. Considerando o valor e o padrão do veículo, esperava um atendimento mais eficiente e uma assistência técnica à altura da marca BYD.Estou há todo esse tempo sem o carro, sem informações claras e sem solução concreta. Solicito uma posição imediata da BYD e uma previsão realista de entrega do veículo, pois a demora é totalmente inaceitável."
BYD Dolphin Mini há 60 dias na concessionária sem previsão de entrega após conserto,Brasília - DF,05/11/2025 às 10:43,Não resolvido,"Exatamente hoje dia 05/11 meu BYD Dolphin Mini está há 60 dias na concessionária para realizar um conserto e até o momento não conseguem me dar um prazo de entrega. Infelizmente meu marido bateu o nosso carro dia 02/09, apenas 4 dias após pegarmos ele na concessionária, temos seguro e acionamos. Após a avaliação da concessionária e etc foi feito um orçamento, enviado e aprovado pelo seguro para conserto. O pessoal da concessionária passou a informação de que seria necessário solicitar peças e elas teriam um prazo de chegar até dia 23/09, as peças chegaram com uns dois dias de atraso mas ok, informaram que com as peças, iriam começar a mexer no carro, estávamos aguardando e esperançosos para pegar o carro até o final de Outubro, o que não ocorreu. Meu marido foi até a concessionária tentar entender o que estava acontecendo pela demora e foi informado que existia um segundo orçamento de algumas outras peças que só perceberam depois que seria necessário, que tinha sido enviado para a fábrica da BYD e estavam aguardando essas peças chegarem para ai sim, conseguir finalizar o conserto do carro. E foi somente isso que nos foi passado. Estamos há 60 dias sem carro e não conseguem dar uma posição, uma resposta concreta de quando as peças irão chegar, quando irão conseguir finalizar o conserto. Estamos totalmente decepcionados com a concessionária e com o suporte que nos foi dado pois demoram muito para responder e quando respondem, não conseguem dar uma posição, um direcionamento ou muito menos uma data."
